cells	labels
HNSCC_combo2_HNSCC_ComboP2_D07	T cell
HNSCC12_p19_HNSCC12_P19_F03	T cell
HNSCC12_p19_HNSCC12_P19_G07	T cell
HNSCC12_p19_HNSCC12_P19_G04	T cell
HNSCC12_p19_HNSCC12_P19_E06	T cell
HNSCC12_p19_HNSCC12_P19_B07	T cell
HNSCC12_p19_HNSCC12_P19_F02	T cell
HNSCC12_p19_HNSCC12_P19_E11	T cell
HNSCC12_p19_HNSCC12_P19_F10	T cell
HNSCC12_p19_HNSCC12_P19_D08	T cell
HNSCC12_p19_HNSCC12_P19_G05	T cell
HNSCC12_p19_HNSCC12_P19_B01	T cell
HNSCC12_p19_HNSCC12_P19_C09	T cell
HNSCC12_p19_HNSCC12_P19_E10	T cell
HNSCC12_p19_HNSCC12_P19_E09	T cell
HNSCC12_p19_HNSCC12_P19_E07	T cell
HNSCC12_p19_HNSCC12_P19_D12	T cell
HNSCC12_p19_HNSCC12_P19_H10	T cell
HNSCC12_p19_HNSCC12_P19_G08	T cell
HNSCC12_p19_HNSCC12_P19_D09	T cell
HNSCC12_p19_HNSCC12_P19_B08	T cell
HNSCC12_p19_HNSCC12_P19_H09	T cell
HNSCC12_p19_HNSCC12_P19_B05	T cell
HNSCC12_p19_HNSCC12_P19_G09	T cell
HNSCC12_p19_HNSCC12_P19_B12	T cell
HNSCC12_p19_HNSCC12_P19_H11	T cell
HNSCC12_p19_HNSCC12_P19_H03	T cell
HNSCC12_p19_HNSCC12_P19_G03	T cell
HNSCC12_p19_HNSCC12_P19_E02	T cell
HNSCC12_p19_HNSCC12_P19_F07	T cell
HNSCC12_p19_HNSCC12_P19_B06	T cell
HNSCC12_p19_HNSCC12_P19_C05	T cell
HNSCC12_p19_HNSCC12_P19_H07	T cell
HNSCC12_p19_HNSCC12_P19_E12	T cell
HNSCC12_p19_HNSCC12_P19_E03	T cell
HNSCC12_p19_HNSCC12_P19_A09	T cell
HNSCC12_p19_HNSCC12_P19_C11	T cell
HNSCC12_p19_HNSCC12_P19_D07	T cell
HNSCC12_p19_HNSCC12_P19_B09	T cell
HNSCC12_p19_HNSCC12_P19_H05	T cell
HNSCC12_p19_HNSCC12_P19_A11	T cell
HNSCC12_p19_HNSCC12_P19_F09	T cell
HNSCC12_p19_HNSCC12_P19_C04	T cell
HNSCC12_p19_HNSCC12_P19_G06	T cell
HNSCC12_p19_HNSCC12_P19_E05	T cell
HNSCC12_p20_HNSCC12_P20_C06	T cell
HNSCC12_p20_HNSCC12_P20_B09	T cell
HNSCC12_p20_HNSCC12_P20_D01	T cell
HNSCC12_p20_HNSCC12_P20_A02	T cell
HNSCC12_p20_HNSCC12_P20_B07	T cell
HNSCC12_p20_HNSCC12_P20_E11	T cell
HNSCC12_p20_HNSCC12_P20_D09	T cell
HNSCC12_p20_HNSCC12_P20_D11	T cell
HNSCC12_p20_HNSCC12_P20_E06	T cell
HNSCC12_p20_HNSCC12_P20_F05	T cell
HNSCC12_p20_HNSCC12_P20_G02	T cell
HNSCC12_p20_HNSCC12_P20_H06	T cell
HNSCC12_p20_HNSCC12_P20_C02	T cell
HNSCC12_p20_HNSCC12_P20_D03	T cell
HNSCC12_p20_HNSCC12_P20_B05	T cell
HNSCC12_p20_HNSCC12_P20_H03	T cell
HNSCC12_p20_HNSCC12_P20_A12	T cell
HNSCC12_p20_HNSCC12_P20_H10	T cell
HNSCC12_p20_HNSCC12_P20_B08	T cell
HNSCC12_p20_HNSCC12_P20_C10	T cell
HNSCC12_p20_HNSCC12_P20_D07	T cell
HNSCC12_p20_HNSCC12_P20_B11	T cell
HNSCC12_p20_HNSCC12_P20_E10	T cell
HNSCC12_p20_HNSCC12_P20_G05	T cell
HNSCC12_p20_HNSCC12_P20_C01	T cell
HNSCC12_p20_HNSCC12_P20_E12	T cell
HNSCC12_p20_HNSCC12_P20_B04	T cell
HNSCC12_p20_HNSCC12_P20_H04	T cell
HNSCC12_p20_HNSCC12_P20_B02	T cell
HNSCC12_p20_HNSCC12_P20_A08	T cell
HNSCC12_p20_HNSCC12_P20_C03	T cell
HNSCC12_p20_HNSCC12_P20_G11	T cell
HNSCC12_p20_HNSCC12_P20_F10	T cell
HNSCC12_p20_HNSCC12_P20_A01	T cell
HNSCC12_p20_HNSCC12_P20_G06	T cell
HNSCC12_p20_HNSCC12_P20_A05	T cell
HNSCC12_p20_HNSCC12_P20_A07	T cell
HNSCC12_p20_HNSCC12_P20_E07	T cell
HNSCC12_p20_HNSCC12_P20_H09	T cell
HNSCC12_p20_HNSCC12_P20_E08	T cell
HNSCC12_p20_HNSCC12_P20_G04	T cell
HNSCC12_p20_HNSCC12_P20_B03	T cell
HNSCC12_p20_HNSCC12_P20_C08	T cell
HNSCC12_p20_HNSCC12_P20_G01	T cell
HNSCC12_p20_HNSCC12_P20_E04	T cell
HNSCC12_p20_HNSCC12_P20_H08	T cell
HNSCC12_p20_HNSCC12_P20_C12	T cell
HNSCC12_p20_HNSCC12_P20_G09	T cell
HNSCC12_p20_HNSCC12_P20_D04	T cell
HNSCC12_p20_HNSCC12_P20_H07	T cell
HNSCC12_p20_HNSCC12_P20_G12	T cell
HNSCC13_p11_HNSCC13_P11_D05	Fibroblast
HNSCC13_p11_HNSCC13_P11_B02	T cell
HNSCC13_p11_HNSCC13_P11_F10	T cell
HNSCC13_p11_HNSCC13_P11_D03	T cell
HNSCC13_p11_HNSCC13_P11_F09	Macrophage
HNSCC13_p11_HNSCC13_P11_A03	T cell
HNSCC13_p11_HNSCC13_P11_C11	T cell
HNSCC13_p11_HNSCC13_P11_C03	T cell
HNSCC13_p11_HNSCC13_P11_B09	T cell
HNSCC13_p11_HNSCC13_P11_E01	T cell
HNSCC13_p11_HNSCC13_P11_F07	T cell
HNSCC10_p14_HNSCC10_P14_B12	B cell
HNSCC10_p14_HNSCC10_P14_B06	B cell
HNSCC10_p14_HNSCC10_P14_A02	T cell
HNSCC10_p14_HNSCC10_P14_H12	B cell
HNSCC10_p14_HNSCC10_P14_D12	Mast
HNSCC10_p14_HNSCC10_P14_C07	T cell
HNSCC10_p14_HNSCC10_P14_D02	B cell
HNSCC10_p14_HNSCC10_P14_G08	B cell
HNSCC10_p14_HNSCC10_P14_A12	Endothelial
HNSCC10_p14_HNSCC10_P14_F10	B cell
HNSCC10_p14_HNSCC10_P14_H08	B cell
HNSCC10_p14_HNSCC10_P14_B02	B cell
HNSCC10_p14_HNSCC10_P14_B05	B cell
HNSCC10_p14_HNSCC10_P14_A07	B cell
HNSCC10_p14_HNSCC10_P14_H07	Endothelial
HNSCC10_p14_HNSCC10_P14_G02	B cell
HNSCC10_p14_HNSCC10_P14_F03	B cell
HNSCC10_p14_HNSCC10_P14_A11	B cell
HNSCC10_p14_HNSCC10_P14_C04	B cell
HNSCC10_p14_HNSCC10_P14_G06	B cell
HNSCC10_p14_HNSCC10_P14_E09	T cell
HNSCC10_p14_HNSCC10_P14_D10	T cell
HNSCC10_p14_HNSCC10_P14_D08	B cell
HNSCC10_p14_HNSCC10_P14_H04	B cell
HNSCC10_p14_HNSCC10_P14_B10	T cell
HNSCC10_p14_HNSCC10_P14_A06	B cell
HNSCC10_p14_HNSCC10_P14_E03	T cell
HNSCC10_p14_HNSCC10_P14_G09	B cell
HNSCC10_p14_HNSCC10_P14_E07	B cell
HNSCC10_p14_HNSCC10_P14_F02	B cell
HNSCC10_p14_HNSCC10_P14_B08	B cell
HNSCC10_p14_HNSCC10_P14_D03	T cell
HNSCC10_p14_HNSCC10_P14_F06	B cell
HNSCC10_p14_HNSCC10_P14_E05	B cell
HNSCC10_p14_HNSCC10_P14_F09	Endothelial
HNSCC10_p14_HNSCC10_P14_B11	B cell
HNSCC10_p14_HNSCC10_P14_B04	B cell
HNSCC10_p14_HNSCC10_P14_D07	B cell
HNSCC6_p16_HNSCC6_P16_D01	Fibroblast
HNSCC6_p16_HNSCC6_P16_A10	Endothelial
HNSCC6_p16_HNSCC6_P16_E06	Fibroblast
HNSCC6_p16_HNSCC6_P16_H05	malignant
HNSCC6_p16_HNSCC6_P16_H08	Fibroblast
HNSCC6_p16_HNSCC6_P16_B11	Fibroblast
HNSCC6_p16_HNSCC6_P16_A09	malignant
HNSCC6_p16_HNSCC6_P16_D03	Endothelial
HNSCC6_p16_HNSCC6_P16_F04	Fibroblast
HNSCC6_p16_HNSCC6_P16_E01	malignant
HNSCC6_p16_HNSCC6_P16_G07	Fibroblast
HNSCC6_p16_HNSCC6_P16_G03	malignant
HNSCC6_p16_HNSCC6_P16_H06	Endothelial
HNSCC6_p16_HNSCC6_P16_A07	malignant
HNSCC6_p16_HNSCC6_P16_F06	malignant
HNSCC6_p16_HNSCC6_P16_E05	Fibroblast
HNSCC6_p16_HNSCC6_P16_B03	malignant
HNSCC6_p16_HNSCC6_P16_A06	malignant
HNSCC6_p16_HNSCC6_P16_B06	malignant
HNSCC6_p16_HNSCC6_P16_A04	Endothelial
HNSCC6_p16_HNSCC6_P16_G05	Endothelial
HNSCC6_p16_HNSCC6_P16_E12	Fibroblast
HNSCC6_p16_HNSCC6_P16_F07	Endothelial
HNSCC6_p16_HNSCC6_P16_G11	malignant
HNSCC6_p16_HNSCC6_P16_D07	malignant
HNSCC6_p16_HNSCC6_P16_D12	malignant
HNSCC6_p16_HNSCC6_P16_A08	malignant
HNSCC6_p16_HNSCC6_P16_C02	malignant
HNSCC6_p16_HNSCC6_P16_C03	Endothelial
HNSCC6_p16_HNSCC6_P16_B04	malignant
HNSCC6_p16_HNSCC6_P16_D10	Endothelial
HNSCC6_p16_HNSCC6_P16_B07	Fibroblast
HNSCC6_p16_HNSCC6_P16_F11	Endothelial
HNSCC6_p16_HNSCC6_P16_C04	malignant
HNSCC6_p16_HNSCC6_P16_H07	malignant
HNSCC6_p16_HNSCC6_P16_A12	malignant
HNSCC6_p16_HNSCC6_P16_F05	malignant
HNSCC6_p16_HNSCC6_P16_G10	malignant
HNSCC6_p16_HNSCC6_P16_F09	malignant
HNSCC6_p16_HNSCC6_P16_B08	Fibroblast
HNSCC6_p16_HNSCC6_P16_B02	malignant
HNSCC6_p16_HNSCC6_P16_D05	malignant
HNSCC6_p16_HNSCC6_P16_D11	Fibroblast
HNSCC6_p16_HNSCC6_P16_G06	malignant
HNSCC6_p16_HNSCC6_P16_A05	Endothelial
HNSCC6_p16_HNSCC6_P16_E03	Fibroblast
HNSCC6_p16_HNSCC6_P16_E04	malignant
HNSCC6_p16_HNSCC6_P16_F10	Endothelial
HNSCC6_p16_HNSCC6_P16_H11	malignant
HNSCC6_p16_HNSCC6_P16_H04	Endothelial
HNSCC6_p16_HNSCC6_P16_H10	malignant
HNSCC6_p16_HNSCC6_P16_E07	Mast
HNSCC6_p16_HNSCC6_P16_C10	Fibroblast
HNSCC6_p16_HNSCC6_P16_A03	malignant
HNSCC6_p16_HNSCC6_P16_F02	Macrophage
HNSCC6_p16_HNSCC6_P16_B10	Endothelial
HNSCC6_p16_HNSCC6_P16_F01	malignant
HNSCC6_p16_HNSCC6_P16_B05	Endothelial
HNSCC6_p16_HNSCC6_P16_C01	malignant
HNSCC6_p16_HNSCC6_P16_H03	malignant
HNSCC6_p16_HNSCC6_P16_B01	malignant
HNSCC6_p16_HNSCC6_P16_A11	malignant
HNSCC10_p1_HNSCC10_P1_G09	Endothelial
HNSCC10_p1_HNSCC10_P1_A06	B cell
HNSCC10_p1_HNSCC10_P1_B05	Fibroblast
HNSCC10_p1_HNSCC10_P1_C05	Fibroblast
HNSCC10_p1_HNSCC10_P1_D03	Fibroblast
HNSCC10_p1_HNSCC10_P1_C12	Endothelial
HNSCC10_p1_HNSCC10_P1_E06	Fibroblast
HNSCC10_p1_HNSCC10_P1_D07	B cell
HNSCC10_p1_HNSCC10_P1_F10	Fibroblast
HNSCC10_p1_HNSCC10_P1_B08	Fibroblast
HNSCC10_p1_HNSCC10_P1_E05	Endothelial
HNSCC10_p1_HNSCC10_P1_A07	Endothelial
HNSCC10_p1_HNSCC10_P1_B07	Fibroblast
HNSCC10_p1_HNSCC10_P1_H07	B cell
HNSCC10_p1_HNSCC10_P1_F06	Fibroblast
HNSCC10_p1_HNSCC10_P1_H04	B cell
HNSCC10_p1_HNSCC10_P1_G11	Fibroblast
HNSCC10_p1_HNSCC10_P1_H11	Fibroblast
HNSCC10_p1_HNSCC10_P1_F02	Fibroblast
HNSCC10_p1_HNSCC10_P1_D04	Fibroblast
HNSCC10_p1_HNSCC10_P1_F08	Fibroblast
HNSCC10_p1_HNSCC10_P1_G05	B cell
HNSCC10_p1_HNSCC10_P1_G01	Fibroblast
HNSCC10_p1_HNSCC10_P1_G04	Fibroblast
HNSCC10_p1_HNSCC10_P1_A01	Fibroblast
HNSCC10_p1_HNSCC10_P1_H08	B cell
HNSCC10_p1_HNSCC10_P1_F07	Fibroblast
HNSCC10_p1_HNSCC10_P1_E04	Fibroblast
HNSCC10_p1_HNSCC10_P1_D09	Fibroblast
HNSCC10_p1_HNSCC10_P1_F09	Fibroblast
HNSCC10_p1_HNSCC10_P1_C06	B cell
HNSCC10_p1_HNSCC10_P1_D01	Fibroblast
HNSCC10_p1_HNSCC10_P1_F05	Fibroblast
HNSCC10_p1_HNSCC10_P1_A03	Fibroblast
HNSCC10_p1_HNSCC10_P1_A05	B cell
HNSCC10_p1_HNSCC10_P1_D12	malignant
HNSCC10_p1_HNSCC10_P1_B09	Fibroblast
HNSCC10_p4_HNSCC10_P4_F12	B cell
HNSCC10_p4_HNSCC10_P4_A06	Endothelial
HNSCC10_p4_HNSCC10_P4_H12	B cell
HNSCC10_p4_HNSCC10_P4_D12	B cell
HNSCC10_p4_HNSCC10_P4_H10	B cell
HNSCC10_p4_HNSCC10_P4_B11	B cell
HNSCC10_p4_HNSCC10_P4_A12	B cell
HNSCC10_p4_HNSCC10_P4_A01	Fibroblast
HNSCC10_p4_HNSCC10_P4_G04	Fibroblast
HNSCC10_p4_HNSCC10_P4_H07	B cell
HNSCC10_p4_HNSCC10_P4_C11	B cell
HNSCC10_p4_HNSCC10_P4_C10	B cell
HNSCC12_p11_HNSCC12_P11_H12	malignant
HNSCC12_p11_HNSCC12_P11_F12	malignant
HNSCC12_p11_HNSCC12_P11_E10	Fibroblast
HNSCC12_p11_HNSCC12_P11_G12	malignant
HNSCC12_p11_HNSCC12_P11_F09	malignant
HNSCC12_p18_HNSCC12_P18_F12	T cell
HNSCC12_p18_HNSCC12_P18_C05	T cell
HNSCC12_p18_HNSCC12_P18_D02	T cell
HNSCC12_p18_HNSCC12_P18_G05	T cell
HNSCC12_p18_HNSCC12_P18_E05	T cell
HNSCC12_p18_HNSCC12_P18_B07	T cell
HNSCC12_p18_HNSCC12_P18_G07	T cell
HNSCC12_p18_HNSCC12_P18_H07	T cell
HNSCC12_p18_HNSCC12_P18_D08	T cell
HNSCC12_p18_HNSCC12_P18_A07	T cell
HNSCC12_p18_HNSCC12_P18_D03	T cell
HNSCC12_p18_HNSCC12_P18_C04	T cell
HNSCC12_p18_HNSCC12_P18_C09	T cell
HNSCC12_p18_HNSCC12_P18_F03	T cell
HNSCC12_p18_HNSCC12_P18_H01	T cell
HNSCC12_p18_HNSCC12_P18_F11	T cell
HNSCC12_p18_HNSCC12_P18_B09	T cell
HNSCC12_p18_HNSCC12_P18_F07	T cell
HNSCC12_p18_HNSCC12_P18_H05	T cell
HNSCC12_p18_HNSCC12_P18_H06	T cell
HNSCC12_p18_HNSCC12_P18_C03	T cell
HNSCC12_p18_HNSCC12_P18_C10	T cell
HNSCC12_p18_HNSCC12_P18_C12	T cell
HNSCC12_p18_HNSCC12_P18_D06	T cell
HNSCC12_p18_HNSCC12_P18_B05	T cell
HNSCC12_p18_HNSCC12_P18_H08	T cell
HNSCC12_p18_HNSCC12_P18_E02	T cell
HNSCC12_p18_HNSCC12_P18_C11	T cell
HNSCC12_p18_HNSCC12_P18_D04	T cell
HNSCC12_p18_HNSCC12_P18_C02	T cell
HNSCC12_p18_HNSCC12_P18_D09	T cell
HNSCC12_p18_HNSCC12_P18_F09	T cell
HNSCC12_p18_HNSCC12_P18_A12	T cell
HNSCC12_p18_HNSCC12_P18_D12	T cell
HNSCC12_p18_HNSCC12_P18_G08	T cell
HNSCC12_p18_HNSCC12_P18_E10	T cell
HNSCC12_p18_HNSCC12_P18_D10	T cell
HNSCC12_p18_HNSCC12_P18_C08	T cell
HNSCC12_p18_HNSCC12_P18_H03	T cell
HNSCC12_p18_HNSCC12_P18_E03	T cell
HNSCC12_p18_HNSCC12_P18_G06	T cell
HNSCC12_p18_HNSCC12_P18_G10	T cell
HNSCC12_p18_HNSCC12_P18_A01	T cell
HNSCC12_p18_HNSCC12_P18_B01	T cell
HNSCC12_p18_HNSCC12_P18_E11	T cell
HNSCC12_p18_HNSCC12_P18_C01	T cell
HNSCC13_p1_HNSCC13_P1_B12	malignant
HNSCC13_p1_HNSCC13_P1_E09	Fibroblast
HNSCC13_p1_HNSCC13_P1_G05	malignant
HNSCC13_p1_HNSCC13_P1_B04	Fibroblast
HNSCC13_p1_HNSCC13_P1_D10	Fibroblast
HNSCC13_p1_HNSCC13_P1_D05	Fibroblast
HNSCC13_p1_HNSCC13_P1_G10	Mast
HNSCC13_p1_HNSCC13_P1_A04	Fibroblast
HNSCC13_p1_HNSCC13_P1_A10	malignant
HNSCC13_p1_HNSCC13_P1_G11	malignant
HNSCC13_p1_HNSCC13_P1_D11	malignant
HNSCC13_p1_HNSCC13_P1_H12	Mast
HNSCC13_p1_HNSCC13_P1_B02	malignant
HNSCC13_p1_HNSCC13_P1_F08	B cell
HNSCC13_p1_HNSCC13_P1_B05	Fibroblast
HNSCC13_p1_HNSCC13_P1_B09	Dendritic
HNSCC13_p19_HNSCC13_P19_E06	malignant
HNSCC13_p19_HNSCC13_P19_D04	T cell
HNSCC13_p19_HNSCC13_P19_G06	Mast
HNSCC13_p19_HNSCC13_P19_B11	Dendritic
HNSCC13_p19_HNSCC13_P19_A04	Dendritic
HNSCC13_p19_HNSCC13_P19_F05	Dendritic
HNSCC13_p19_HNSCC13_P19_B06	Macrophage
HNSCC13_p19_HNSCC13_P19_H06	Dendritic
HNSCC13_p19_HNSCC13_P19_G07	Dendritic
HNSCC13_p19_HNSCC13_P19_C12	Dendritic
HNSCC13_p19_HNSCC13_P19_H01	Dendritic
HNSCC13_p19_HNSCC13_P19_F07	Dendritic
HNSCC13_p19_HNSCC13_P19_H12	Mast
HNSCC13_p19_HNSCC13_P19_G05	Dendritic
HNSCC13_p19_HNSCC13_P19_C01	Mast
HNSCC13_p19_HNSCC13_P19_E12	Endothelial
HNSCC13_p19_HNSCC13_P19_F09	Endothelial
HNSCC13_p19_HNSCC13_P19_B10	Fibroblast
HNSCC13_p19_HNSCC13_P19_G11	Dendritic
HNSCC13_p19_HNSCC13_P19_D12	B cell
HNSCC13_p19_HNSCC13_P19_A11	Dendritic
HNSCC13_p19_HNSCC13_P19_B12	Endothelial
HNSCC13_p19_HNSCC13_P19_A10	Dendritic
HNSCC13_p19_HNSCC13_P19_H09	T cell
HNSCC13_p19_HNSCC13_P19_F06	Fibroblast
HNSCC13_p19_HNSCC13_P19_D03	Dendritic
HNSCC13_p19_HNSCC13_P19_E07	Dendritic
HNSCC13_p19_HNSCC13_P19_H11	B cell
HNSCC13_p19_HNSCC13_P19_C08	Dendritic
HNSCC13_p19_HNSCC13_P19_B03	T cell
HNSCC13_p19_HNSCC13_P19_D06	Fibroblast
HNSCC13_p19_HNSCC13_P19_C06	Dendritic
HNSCC13_p19_HNSCC13_P19_E10	Dendritic
HNSCC13_p19_HNSCC13_P19_C10	Fibroblast
HNSCC13_p19_HNSCC13_P19_E02	Dendritic
HNSCC13_p19_HNSCC13_P19_B02	Dendritic
HNSCC13_p19_HNSCC13_P19_G09	B cell
HNSCC13_p19_HNSCC13_P19_D02	Dendritic
HNSCC13_p19_HNSCC13_P19_F04	Dendritic
HNSCC13_p19_HNSCC13_P19_A05	Dendritic
HNSCC13_p19_HNSCC13_P19_E09	T cell
HNSCC13_p19_HNSCC13_P19_A08	T cell
HNSCC13_p19_HNSCC13_P19_F01	T cell
HNSCC13_p19_HNSCC13_P19_F03	B cell
HNSCC13_p19_HNSCC13_P19_G10	Dendritic
HNSCC13_p19_HNSCC13_P19_G03	B cell
HNSCC13_p19_HNSCC13_P19_A06	Dendritic
HNSCC13_p19_HNSCC13_P19_F12	Macrophage
HNSCC13_p19_HNSCC13_P19_E08	Fibroblast
HNSCC13_p19_HNSCC13_P19_H10	Dendritic
HNSCC13_p19_HNSCC13_P19_C11	Dendritic
HNSCC13_p19_HNSCC13_P19_B04	Dendritic
HNSCC13_p19_HNSCC13_P19_B08	Dendritic
HNSCC13_p19_HNSCC13_P19_B07	Dendritic
HNSCC13_p19_HNSCC13_P19_E01	Fibroblast
HNSCC5_p3_HNSCC5_P3_D09	Macrophage
HNSCC5_p3_HNSCC5_P3_E10	Fibroblast
HNSCC5_p3_HNSCC5_P3_A10	Macrophage
HNSCC5_p3_HNSCC5_P3_E03	malignant
HNSCC5_p3_HNSCC5_P3_E09	Endothelial
HNSCC5_p3_HNSCC5_P3_F12	Macrophage
HNSCC5_p3_HNSCC5_P3_C05	Macrophage
HNSCC5_p3_HNSCC5_P3_A08	Macrophage
HNSCC5_p3_HNSCC5_P3_D10	malignant
HNSCC5_p3_HNSCC5_P3_F07	malignant
HNSCC5_p3_HNSCC5_P3_H01	malignant
HNSCC5_p3_HNSCC5_P3_F08	Mast
HNSCC5_p3_HNSCC5_P3_C01	Macrophage
HNSCC5_p3_HNSCC5_P3_C11	malignant
HNSCC5_p3_HNSCC5_P3_H06	Fibroblast
HNSCC5_p3_HNSCC5_P3_A05	Fibroblast
HNSCC5_p3_HNSCC5_P3_E12	Macrophage
HNSCC5_p3_HNSCC5_P3_E08	Fibroblast
HNSCC5_p3_HNSCC5_P3_G10	Macrophage
HNSCC5_p3_HNSCC5_P3_C06	Macrophage
HNSCC5_p3_HNSCC5_P3_D05	Macrophage
HNSCC5_p3_HNSCC5_P3_G07	malignant
HNSCC5_p3_HNSCC5_P3_A04	malignant
HNSCC5_p3_HNSCC5_P3_D06	Endothelial
HNSCC5_p11_p12_hnscc5_p11_p12_F08	T cell
HNSCC5_p11_p12_hnscc5_p11_p12_D11	T cell
HNSCC5_p11_p12_hnscc5_p11_p12_E09	Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_D01	T cell
HNSCC5_p11_p12_hnscc5_p11_p12_E12	Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_G03	T cell
HNSCC5_p11_p12_hnscc5_p11_p12_A04	Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_C11	Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_E08	T cell
HNSCC5_p11_p12_hnscc5_p11_p12_G12	T cell
HNSCC5_p11_p12_hnscc5_p11_p12_G07	T cell
HNSCC5_p11_p12_hnscc5_p11_p12_B12	Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_C10	T cell
HNSCC5_p11_p12_hnscc5_p11_p12_A01	T cell
HNSCC5_p11_p12_hnscc5_p11_p12_E11	Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_D09	Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_H01	Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_C03	T cell
HNSCC5_p11_p12_hnscc5_p11_p12_C07	T cell
HNSCC5_p11_p12_hnscc5_p11_p12_H07	T cell
HNSCC5_p11_p12_hnscc5_p11_p12_E04	T cell
HNSCC5_p11_p12_hnscc5_p11_p12_B04	Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_C08	T cell
HNSCC5_p11_p12_hnscc5_p11_p12_E07	Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_F05	T cell
HNSCC5_p11_p12_hnscc5_p11_p12_H05	T cell
HNSCC5_p11_p12_hnscc5_p11_p12_G05	Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_B02	Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_F10	T cell
HNSCC5_p11_p12_hnscc5_p11_p12_A10	Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_D05	T cell
HNSCC5_p11_p12_hnscc5_p11_p12_A05	T cell
HNSCC5_p11_p12_hnscc5_p11_p12_G09	T cell
HNSCC5_p11_p12_hnscc5_p11_p12_C06	T cell
HNSCC5_p11_p12_hnscc5_p11_p12_F09	T cell
HNSCC5_p11_p12_hnscc5_p11_p12_F11	Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_H09	Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_H11	Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_E05	Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_G11	T cell
HNSCC5_p11_p12_hnscc5_p11_p12_H10	Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_H06	T cell
HNSCC5_p11_p12_hnscc5_p11_p12_H04	T cell
HNSCC5_p11_p12_hnscc5_p11_p12_G02	Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_C02	T cell
HNSCC5_p11_p12_hnscc5_p11_p12_C09	Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_D07	Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_B05	T cell
HNSCC5_p11_p12_hnscc5_p11_p12_D10	Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_G01	Mast
HNSCC5_p11_p12_hnscc5_p11_p12_B10	T cell
HNSCC5_p11_p12_hnscc5_p11_p12_E06	Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_A02	Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_B06	Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_A12	Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_E03	Macrophage
HNSCC7_p8_HNSCC7_P8_D05	malignant
HNSCC7_p8_HNSCC7_P8_A06	Fibroblast
HNSCC7_p8_HNSCC7_P8_E01	malignant
HNSCC7_p8_HNSCC7_P8_G01	malignant
HNSCC7_p8_HNSCC7_P8_B05	malignant
HNSCC7_p8_HNSCC7_P8_B06	malignant
HNSCC7_p8_HNSCC7_P8_A09	malignant
HNSCC6_p14_hnscc6_p14_G04	malignant
HNSCC6_p14_hnscc6_p14_H05	Fibroblast
HNSCC6_p14_hnscc6_p14_H09	Fibroblast
HNSCC6_p14_hnscc6_p14_F08	malignant
HNSCC6_p14_hnscc6_p14_E07	malignant
HNSCC6_p14_hnscc6_p14_E11	malignant
HNSCC6_p14_hnscc6_p14_G08	malignant
HNSCC6_p14_hnscc6_p14_G07	Endothelial
HNSCC6_p14_hnscc6_p14_F11	Endothelial
HNSCC6_p14_hnscc6_p14_H11	malignant
HNSCC6_p14_hnscc6_p14_G12	malignant
HNSCC6_p14_hnscc6_p14_E02	malignant
HNSCC6_p14_hnscc6_p14_H02	Endothelial
HNSCC6_p14_hnscc6_p14_H06	malignant
HNSCC6_p14_hnscc6_p14_E12	Macrophage
HNSCC6_p14_hnscc6_p14_F04	Macrophage
HNSCC6_p14_hnscc6_p14_G11	Endothelial
HNSCC6_p14_hnscc6_p14_E05	malignant
HNSCC6_p14_hnscc6_p14_H10	malignant
HNSCC6_p14_hnscc6_p14_H03	malignant
HNSCC6_p14_hnscc6_p14_E04	malignant
HNSCC6_p14_hnscc6_p14_G01	malignant
HNSCC6_p14_hnscc6_p14_E06	malignant
HNSCC6_p14_hnscc6_p14_F06	malignant
HNSCC6_p14_hnscc6_p14_G10	malignant
HNSCC6_p14_hnscc6_p14_H08	Endothelial
HNSCC6_p14_hnscc6_p14_G06	Endothelial
HNSCC6_p14_hnscc6_p14_F01	malignant
HNSCC6_p14_hnscc6_p14_F10	malignant
