cells	label
TTR49-0322	T
TTR50-0322	T
TTR5-0322	T
TTR51-0322	T
TTR52-0322	T
TTR54-0322	T
TTR55-0322	T
TTR56-0322	T
TTR58-0322	T
TTR59-0322	T
TTR60-0322	T
TTR6-0322	T
TTR61-0322	T
TTR62-0322	T
TTR64-0322	T
TTR65-0322	T
TTR66-0322	T
TTR67-0322	T
TTR68-0322	T
TTR69-0322	T
TTR70-0322	T
TTR7-0322	T
TTR71-0322	T
TTR72-0322	T
TTR74-0322	T
TTR75-0322	T
TTR76-0322	T
TTR78-0322	T
TTR80-0322	T
TTR81-0322	T
TTR82-0322	T
TTR83-0322	T
TTR85-0322	T
TTR86-0322	T
TTR87-0322	T
TTR89-0322	T
TTR90-0322	T
TTR9-0322	T
TTR91-0322	T
TTR92-0322	T
TTR93-0322	T
TTR95-0322	T
TTR96-0322	T
TTR97-0322	T
TTR98-0322	T
TTR99-0322	T
NTR28-0407	N
NTR37-0407	N
NTR4-0407	N
NTR42-0407	N
NTR46-0407	N
NTR54-0407	N
NTR8-0407	N
TTH121-0407	T
TTH23-0407	T
TTR101-0407	T
TTR106-0407	T
TTR112-0407	T
TTR113-0407	T
TTR114-0407	T
TTR118-0407	T
TTR128-0407	T
TTR135-0407	T
TTR140-0407	T
TTR145-0407	T
TTR147-0407	T
TTR148-0407	T
TTR154-0407	T
TTR155-0407	T
TTR161-0407	T
TTR203-0407	T
TTR223-0407	T
TTR225-0407	T
TTR228-0407	T
TTR233-0407	T
TTR234-0407	T
TTR240-0407	T
NTH2-15-0508	N
NTH38-0508	N
TTH1-11-0508	T
TTH115-0508	T
TTH1-18-0508	T
TTH1-19-0508	T
TTH123-0508	T
TTH126-0508	T
TTH127-0508	T
TTH131-0508	T
TTH1-33-0508	T
TTH138-0508	T
TTH1-42-0508	T
TTH1-5-0508	T
TTH1-53-0508	T
TTH156-0508	T
TTH158-0508	T
TTH1-6-0508	T
TTH170-0508	T
TTH171-0508	T
TTH1-72-0508	T
TTH173-0508	T
TTH177-0508	T
TTR105-0508	T
TTR106-0508	T
TTR107-0508	T
TTR109-0508	T
TTR110-0508	T
TTR111-0508	T
TTR112-0508	T
TTR113-0508	T
TTR114-0508	T
TTR115-0508	T
TTR116-0508	T
TTR117-0508	T
TTR118-0508	T
TTR119-0508	T
TTR120-0508	T
TTR122-0508	T
TTR123-0508	T
TTR124-0508	T
TTR125-0508	T
TTR126-0508	T
TTR127-0508	T
TTR128-0508	T
TTR129-0508	T
TTR130-0508	T
TTR131-0508	T
TTR132-0508	T
TTR133-0508	T
TTR134-0508	T
TTR135-0508	T
TTR137-0508	T
TTR138-0508	T
TTR139-0508	T
TTR141-0508	T
TTR142-0508	T
TTR143-0508	T
TTR145-0508	T
TTR146-0508	T
TTR147-0508	T
TTR148-0508	T
TTR149-0508	T
TTR150-0508	T
TTR151-0508	T
TTR152-0508	T
TTR153-0508	T
TTR154-0508	T
TTR155-0508	T
TTR156-0508	T
TTR157-0508	T
TTR158-0508	T
TTR159-0508	T
TTR160-0508	T
TTR161-0508	T
TTR163-0508	T
TTR164-0508	T
TTR166-0508	T
TTR167-0508	T
TTR169-0508	T
TTR170-0508	T
TTR171-0508	T
TTR172-0508	T
TTR173-0508	T
TTR174-0508	T
TTR175-0508	T
TTR177-0508	T
TTR178-0508	T
TTR179-0508	T
TTR180-0508	T
TTR181-0508	T
TTR182-0508	T
TTR183-0508	T
TTR184-0508	T
TTR185-0508	T
TTR186-0508	T
TTR187-0508	T
TTR188-0508	T
TTR189-0508	T
TTR190-0508	T
TTR191-0508	T
TTR192-0508	T
TTS1-10-0508	T
TTS1-1-0508	T
TTS1-11-0508	T
TTS1-12-0508	T
TTS1-14-0508	T
TTS1-15-0508	T
TTS1-16-0508	T
TTS1-17-0508	T
TTS1-20-0508	T
TTS1-2-0508	T
TTS1-22-0508	T
TTS1-23-0508	T
TTS1-24-0508	T
TTS1-25-0508	T
TTS1-26-0508	T
TTS1-27-0508	T
TTS1-28-0508	T
TTS1-30-0508	T
TTS1-3-0508	T
TTS1-31-0508	T
TTS1-32-0508	T
TTS1-33-0508	T
TTS1-35-0508	T
TTS1-36-0508	T
TTS1-37-0508	T
TTS1-38-0508	T
TTS1-39-0508	T
TTS1-40-0508	T
TTS1-4-0508	T
TTS1-41-0508	T
TTS1-44-0508	T
TTS1-45-0508	T
TTS1-47-0508	T
TTS1-48-0508	T
TTS1-49-0508	T
TTS1-50-0508	T
TTS1-5-0508	T
TTS1-51-0508	T
TTS1-52-0508	T
TTS1-53-0508	T
TTS1-54-0508	T
TTS1-55-0508	T
TTS1-56-0508	T
TTS1-57-0508	T
TTS1-59-0508	T
TTS1-60-0508	T
TTS1-6-0508	T
TTS1-61-0508	T
TTS1-62-0508	T
TTS1-63-0508	T
TTS1-68-0508	T
TTS1-70-0508	T
TTS1-7-0508	T
TTS1-72-0508	T
TTS1-73-0508	T
TTS1-74-0508	T
TTS1-78-0508	T
TTS1-79-0508	T
TTS1-80-0508	T
TTS1-8-0508	T
TTS1-81-0508	T
TTS1-82-0508	T
TTS1-83-0508	T
TTS1-86-0508	T
TTS1-87-0508	T
TTS1-88-0508	T
TTS1-89-0508	T
TTS1-90-0508	T
TTS1-9-0508	T
TTS1-92-0508	T
TTS1-93-0508	T
TTS1-95-0508	T
TTS1-96-0508	T
TTS2-2-0508	T
TTS2-3-0508	T
TTS2-5-0508	T
TTS2-7-0508	T
TTS2-8-0508	T
NTR12-1116	N
NTR14-1116	N
NTR15-1116	N
NTR16-1116	N
NTR18-1116	N
NTR19-1116	N
NTR21-1116	N
NTR25-1116	N
NTR28-1116	N
NTR29-1116	N
NTR30-1116	N
NTR34-1116	N
NTR37-1116	N
NTR38-1116	N
NTR40-1116	N
NTR48-1116	N
NTR49-1116	N
NTR50-1116	N
NTR5-1116	N
NTR52-1116	N
NTR53-1116	N
NTR56-1116	N
NTR58-1116	N
NTR66-1116	N
NTR67-1116	N
NTR68-1116	N
NTR76-1116	N
NTR80-1116	N
NTR84-1116	N
NTR87-1116	N
NTR88-1116	N
NTR93-1116	N
NTR96-1116	N
NTR99-1116	N
TTH54-1116	T
TTH95-1116	T
TTR100-1116	T
TTR10-1116	T
TTR105-1116	T
TTR107-1116	T
TTR108-1116	T
TTR110-1116	T
TTR111-1116	T
TTR1-1116	T
TTR113-1116	T
TTR114-1116	T
TTR115-1116	T
TTR116-1116	T
TTR118-1116	T
TTR119-1116	T
TTR120-1116	T
TTR145-1116	T
TTR147-1116	T
TTR148-1116	T
TTR149-1116	T
TTR151-1116	T
TTR152-1116	T
TTR153-1116	T
TTR154-1116	T
TTR155-1116	T
TTR156-1116	T
TTR157-1116	T
TTR159-1116	T
TTR161-1116	T
TTR16-1116	T
TTR162-1116	T
TTR164-1116	T
TTR165-1116	T
TTR166-1116	T
TTR167-1116	T
TTR168-1116	T
TTR17-1116	T
TTR19-1116	T
TTR20-1116	T
TTR22-1116	T
TTR23-1116	T
TTR24-1116	T
TTR26-1116	T
TTR29-1116	T
TTR30-1116	T
TTR31-1116	T
TTR3-1116	T
TTR35-1116	T
TTR36-1116	T
TTR40-1116	T
TTR4-1116	T
TTR44-1116	T
TTR46-1116	T
TTR47-1116	T
TTR49-1116	T
TTR50-1116	T
TTR5-1116	T
TTR52-1116	T
TTR54-1116	T
TTR56-1116	T
TTR58-1116	T
TTR59-1116	T
TTR60-1116	T
TTR61-1116	T
TTR6-1116	T
TTR62-1116	T
TTR63-1116	T
TTR66-1116	T
TTR70-1116	T
TTR72-1116	T
TTR73-1116	T
TTR76-1116	T
TTR77-1116	T
TTR78-1116	T
TTR79-1116	T
TTR80-1116	T
TTR81-1116	T
TTR8-1116	T
TTR83-1116	T
TTR84-1116	T
TTR86-1116	T
TTR89-1116	T
TTR90-1116	T
TTR91-1116	T
TTR9-1116	T
TTR92-1116	T
TTR93-1116	T
TTR94-1116	T
TTR97-1116	T
PTH103-0205	P
PTH80-0205	P
PTS108-0205	P
PTS39-0205	P
PTS47-0205	P
PTS70-0205	P
TTH107-0205	T
TTH108-0205	T
TTH111-0205	T
TTH115-0205	T
TTH118-0205	T
TTH121-0205	T
TTH134-0205	T
TTH14-0205	T
TTH141-0205	T
TTH143-0205	T
TTH30-0205	T
TTH31-0205	T
TTH33-0205	T
TTH34-0205	T
TTH42-0205	T
TTH44-0205	T
TTH51-0205	T
TTH56-0205	T
TTH65-0205	T
TTH71-0205	T
TTH74-0205	T
TTH76-0205	T
TTH77-0205	T
TTH78-0205	T
TTH8-0205	T
TTH84-0205	T
TTH85-0205	T
TTH87-0205	T
TTH95-0205	T
TTS103-0205	T
TTS130-0205	T
TTS137-0205	T
TTS38-0205	T
TTS54-0205	T
TTS63-0205	T
TTS78-0205	T
TTS81-0205	T
TTS9-0205	T
TTS97-0205	T
NTH10-0322	N
NTH101-0322	N
NTH102-0322	N
NTH1-0322	N
NTH104-0322	N
NTH105-0322	N
NTH107-0322	N
NTH108-0322	N
NTH11-0322	N
NTH115-0322	N
NTH117-0322	N
NTH120-0322	N
NTH12-0322	N
NTH121-0322	N
NTH124-0322	N
NTH125-0322	N
NTH128-0322	N
NTH129-0322	N
NTH131-0322	N
NTH133-0322	N
NTH134-0322	N
NTH135-0322	N
NTH136-0322	N
NTH137-0322	N
NTH138-0322	N
NTH140-0322	N
NTH143-0322	N
NTH144-0322	N
NTH145-0322	N
NTH154-0322	N
NTH155-0322	N
NTH156-0322	N
NTH158-0322	N
NTH159-0322	N
NTH161-0322	N
NTH164-0322	N
NTH165-0322	N
NTH168-0322	N
NTH169-0322	N
NTH170-0322	N
NTH174-0322	N
NTH175-0322	N
NTH177-0322	N
NTH180-0322	N
NTH181-0322	N
NTH183-0322	N
NTH189-0322	N
NTH20-0322	N
NTH21-0322	N
NTH5-0322	N
NTH6-0322	N
NTH8-0322	N
NTH99-0322	N
PTH112-0322	P
PTH115-0322	P
PTH118-0322	P
PTH120-0322	P
PTH126-0322	P
PTH13-0322	P
PTH131-0322	P
PTH140-0322	P
PTH152-0322	P
PTH155-0322	P
PTH20-0322	P
PTH28-0322	P
PTH41-0322	P
PTR4-0322	P
TTH10-0322	T
TTH102-0322	T
TTH103-0322	T
TTH110-0322	T
TTH112-0322	T
TTH113-0322	T
TTH114-0322	T
TTH117-0322	T
TTH122-0322	T
TTH123-0322	T
TTH128-0322	T
TTH129-0322	T
TTH13-0322	T
TTH136-0322	T
TTH137-0322	T
TTH14-0322	T
TTH141-0322	T
TTH142-0322	T
TTH143-0322	T
TTH146-0322	T
TTH155-0322	T
TTH156-0322	T
TTH157-0322	T
TTH159-0322	T
TTH16-0322	T
TTH163-0322	T
TTH166-0322	T
TTH169-0322	T
TTH170-0322	T
TTH17-0322	T
TTH173-0322	T
TTH175-0322	T
TTH176-0322	T
TTH177-0322	T
TTH178-0322	T
TTH180-0322	T
TTH18-0322	T
TTH181-0322	T
TTH183-0322	T
TTH185-0322	T
TTH19-0322	T
TTH22-0322	T
TTH23-0322	T
TTH26-0322	T
TTH27-0322	T
TTH30-0322	T
TTH35-0322	T
TTH36-0322	T
TTH37-0322	T
TTH40-0322	T
TTH43-0322	T
TTH44-0322	T
TTH46-0322	T
TTH49-0322	T
TTH51-0322	T
TTH52-0322	T
TTH54-0322	T
TTH56-0322	T
TTH60-0322	T
TTH61-0322	T
TTH65-0322	T
TTH68-0322	T
TTH73-0322	T
TTH76-0322	T
TTH80-0322	T
TTH82-0322	T
TTH87-0322	T
TTH88-0322	T
TTH90-0322	T
TTH91-0322	T
TTH96-0322	T
TTH97-0322	T
TTH98-0322	T
TTR152-0322	T
TTR162-0322	T
TTR168-0322	T
TTR18-0322	T
NTH101-0407	N
NTH102-0407	N
NTH104-0407	N
NTH107-0407	N
NTH109-0407	N
NTH110-0407	N
NTH111-0407	N
NTH114-0407	N
NTH115-0407	N
NTH121-0407	N
NTH125-0407	N
NTH126-0407	N
NTH127-0407	N
NTH128-0407	N
NTH130-0407	N
NTH134-0407	N
NTH137-0407	N
NTH140-0407	N
NTH142-0407	N
NTH143-0407	N
NTH146-0407	N
NTH148-0407	N
NTH150-0407	N
NTH151-0407	N
NTH152-0407	N
NTH153-0407	N
NTH156-0407	N
NTH157-0407	N
NTH158-0407	N
NTH160-0407	N
NTH163-0407	N
NTH164-0407	N
NTH167-0407	N
NTH169-0407	N
NTH170-0407	N
NTH171-0407	N
NTH173-0407	N
NTH174-0407	N
NTH176-0407	N
NTH177-0407	N
NTH180-0407	N
NTH182-0407	N
NTH186-0407	N
NTH187-0407	N
NTH189-0407	N
NTH191-0407	N
NTH195-0407	N
NTH197-0407	N
NTH200-0407	N
NTH98-0407	N
NTR18-0407	N
NTR22-0407	N
NTR23-0407	N
NTR24-0407	N
NTR27-0407	N
NTR30-0407	N
NTR31-0407	N
NTR32-0407	N
NTR34-0407	N
NTR35-0407	N
NTR44-0407	N
NTR45-0407	N
NTR47-0407	N
NTR49-0407	N
NTR50-0407	N
NTR53-0407	N
NTR56-0407	N
NTR58-0407	N
NTR61-0407	N
NTR62-0407	N
NTR69-0407	N
NTR7-0407	N
NTR72-0407	N
NTR74-0407	N
NTR78-0407	N
NTR80-0407	N
NTR81-0407	N
NTR82-0407	N
NTR84-0407	N
NTR88-0407	N
NTR89-0407	N
NTR90-0407	N
NTR9-0407	N
NTR91-0407	N
NTR92-0407	N
NTR94-0407	N
NTR96-0407	N
PTH17-0407	P
PTH25-0407	P
PTH45-0407	P
PTH92-0407	P
PTR42-0407	P
PTR92-0407	P
TTH10-0407	T
TTH102-0407	T
TTH103-0407	T
TTH104-0407	T
TTH105-0407	T
TTH106-0407	T
TTH110-0407	T
TTH111-0407	T
TTH114-0407	T
TTH115-0407	T
TTH116-0407	T
TTH120-0407	T
TTH12-0407	T
TTH124-0407	T
TTH125-0407	T
TTH126-0407	T
TTH127-0407	T
TTH129-0407	T
TTH13-0407	T
TTH134-0407	T
TTH137-0407	T
TTH139-0407	T
TTH140-0407	T
TTH14-0407	T
TTH141-0407	T
TTH142-0407	T
TTH143-0407	T
TTH145-0407	T
TTH146-0407	T
TTH148-0407	T
TTH149-0407	T
TTH150-0407	T
TTH15-0407	T
TTH154-0407	T
TTH156-0407	T
TTH158-0407	T
TTH16-0407	T
TTH161-0407	T
TTH162-0407	T
TTH166-0407	T
TTH167-0407	T
TTH17-0407	T
TTH172-0407	T
TTH173-0407	T
TTH176-0407	T
TTH20-0407	T
TTH21-0407	T
TTH22-0407	T
TTH24-0407	T
TTH25-0407	T
TTH26-0407	T
TTH27-0407	T
TTH28-0407	T
TTH30-0407	T
TTH31-0407	T
TTH32-0407	T
TTH4-0407	T
TTH5-0407	T
TTH6-0407	T
TTH65-0407	T
TTH66-0407	T
TTH67-0407	T
TTH68-0407	T
TTH7-0407	T
TTH73-0407	T
TTH76-0407	T
TTH77-0407	T
TTH78-0407	T
TTH82-0407	T
TTH83-0407	T
TTH86-0407	T
TTH87-0407	T
TTH90-0407	T
TTH9-0407	T
TTH92-0407	T
TTH93-0407	T
TTH94-0407	T
TTH97-0407	T
TTH98-0407	T
TTR100-0407	T
TTR102-0407	T
TTR104-0407	T
TTR105-0407	T
TTR107-0407	T
TTR109-0407	T
TTR110-0407	T
TTR111-0407	T
TTR115-0407	T
TTR117-0407	T
TTR119-0407	T
TTR120-0407	T
TTR123-0407	T
TTR124-0407	T
TTR125-0407	T
TTR126-0407	T
TTR127-0407	T
TTR130-0407	T
TTR131-0407	T
TTR132-0407	T
TTR134-0407	T
TTR137-0407	T
TTR138-0407	T
TTR139-0407	T
TTR141-0407	T
TTR143-0407	T
TTR149-0407	T
TTR150-0407	T
TTR151-0407	T
TTR162-0407	T
TTR163-0407	T
TTR165-0407	T
TTR167-0407	T
TTR168-0407	T
TTR173-0407	T
TTR177-0407	T
TTR178-0407	T
TTR180-0407	T
TTR181-0407	T
TTR182-0407	T
TTR183-0407	T
TTR184-0407	T
TTR186-0407	T
TTR187-0407	T
TTR190-0407	T
TTR193-0407	T
TTR194-0407	T
TTR195-0407	T
TTR196-0407	T
TTR197-0407	T
TTR198-0407	T
TTR199-0407	T
TTR200-0407	T
TTR204-0407	T
TTR209-0407	T
TTR211-0407	T
TTR213-0407	T
TTR214-0407	T
TTR215-0407	T
TTR216-0407	T
TTR217-0407	T
TTR219-0407	T
TTR220-0407	T
TTR221-0407	T
TTR222-0407	T
TTR226-0407	T
TTR227-0407	T
TTR229-0407	T
TTR232-0407	T
TTR235-0407	T
TTR239-0407	T
TTR98-0407	T
NTH10-0508	N
NTH1-1-0508	N
NTH11-0508	N
NTH12-0508	N
NTH1-2-0508	N
NTH1-3-0508	N
NTH1-4-0508	N
NTH14-0508	N
NTH1-5-0508	N
NTH15-0508	N
NTH16-0508	N
NTH18-0508	N
NTH20-0508	N
NTH2-12-0508	N
NTH2-13-0508	N
NTH2-16-0508	N
NTH2-17-0508	N
NTH2-18-0508	N
NTH2-2-0508	N
NTH22-0508	N
NTH2-21-0508	N
NTH2-25-0508	N
NTH2-26-0508	N
NTH2-27-0508	N
NTH2-28-0508	N
NTH2-29-0508	N
NTH2-30-0508	N
NTH2-31-0508	N
NTH2-32-0508	N
NTH2-36-0508	N
NTH2-37-0508	N
NTH2-4-0508	N
NTH24-0508	N
NTH2-41-0508	N
NTH2-45-0508	N
NTH2-47-0508	N
NTH2-48-0508	N
NTH2-49-0508	N
NTH25-0508	N
NTH2-53-0508	N
NTH2-57-0508	N
NTH2-59-0508	N
NTH2-6-0508	N
NTH2-61-0508	N
NTH2-62-0508	N
NTH2-66-0508	N
NTH2-67-0508	N
NTH2-68-0508	N
NTH2-69-0508	N
NTH2-70-0508	N
NTH27-0508	N
NTH2-71-0508	N
NTH2-72-0508	N
NTH2-73-0508	N
NTH2-75-0508	N
NTH2-77-0508	N
NTH2-78-0508	N
NTH2-79-0508	N
NTH2-80-0508	N
NTH2-8-0508	N
NTH28-0508	N
NTH2-82-0508	N
NTH2-83-0508	N
NTH2-84-0508	N
NTH2-86-0508	N
NTH2-94-0508	N
NTH2-96-0508	N
NTH31-0508	N
NTH34-0508	N
NTH36-0508	N
NTH37-0508	N
NTH40-0508	N
NTH9-0508	N
PTH3-10-0508	P
PTH3-13-0508	P
PTH3-26-0508	P
PTH3-40-0508	P
PTH3-48-0508	P
PTH3-53-0508	P
PTH3-79-0508	P
PTH3-81-0508	P
PTR18-0508	P
PTS3-20-0508	P
PTS3-23-0508	P
TTH110-0508	T
TTH1-12-0508	T
TTH1-14-0508	T
TTH1-15-0508	T
TTH119-0508	T
TTH1-21-0508	T
TTH125-0508	T
TTH1-27-0508	T
TTH1-32-0508	T
TTH1-35-0508	T
TTH1-36-0508	T
TTH1-37-0508	T
TTH139-0508	T
TTH141-0508	T
TTH1-44-0508	T
TTH1-45-0508	T
TTH150-0508	T
TTH1-50-0508	T
TTH151-0508	T
TTH1-52-0508	T
TTH152-0508	T
TTH1-54-0508	T
TTH155-0508	T
TTH1-57-0508	T
TTH1-61-0508	T
TTH163-0508	T
TTH165-0508	T
TTH168-0508	T
TTH1-68-0508	T
TTH1-69-0508	T
TTH1-7-0508	T
TTH1-71-0508	T
TTH1-73-0508	T
TTH175-0508	T
TTH1-77-0508	T
TTH1-79-0508	T
TTH1-80-0508	T
TTH182-0508	T
TTH184-0508	T
TTH1-87-0508	T
TTH189-0508	T
TTH1-94-0508	T
TTH1-96-0508	T
TTH2-1-0508	T
TTH2-2-0508	T
TTH2-3-0508	T
TTH2-8-0508	T
TTR136-0508	T
TTR168-0508	T
NTH10-1116	N
NTH11-1116	N
NTH1-1116	N
NTH12-1116	N
NTH13-1116	N
NTH14-1116	N
NTH15-1116	N
NTH16-1116	N
NTH17-1116	N
NTH18-1116	N
NTH19-1116	N
NTH20-1116	N
NTH21-1116	N
NTH2-1116	N
NTH23-1116	N
NTH24-1116	N
NTH25-1116	N
NTH26-1116	N
NTH29-1116	N
NTH3-1116	N
NTH33-1116	N
NTH36-1116	N
NTH37-1116	N
NTH38-1116	N
NTH39-1116	N
NTH40-1116	N
NTH41-1116	N
NTH4-1116	N
NTH42-1116	N
NTH43-1116	N
NTH44-1116	N
NTH45-1116	N
NTH46-1116	N
NTH47-1116	N
NTH49-1116	N
NTH50-1116	N
NTH51-1116	N
NTH54-1116	N
NTH55-1116	N
NTH57-1116	N
NTH58-1116	N
NTH59-1116	N
NTH60-1116	N
NTH64-1116	N
NTH65-1116	N
NTH66-1116	N
NTH67-1116	N
NTH70-1116	N
NTH71-1116	N
NTH7-1116	N
NTH72-1116	N
NTH74-1116	N
NTH75-1116	N
NTH76-1116	N
NTH81-1116	N
NTH83-1116	N
NTH84-1116	N
NTH85-1116	N
NTH87-1116	N
NTH88-1116	N
NTH89-1116	N
NTH91-1116	N
NTH94-1116	N
NTH95-1116	N
NTR101-1116	N
NTR10-1116	N
NTR102-1116	N
NTR104-1116	N
NTR23-1116	N
NTR26-1116	N
NTR27-1116	N
NTR31-1116	N
NTR35-1116	N
NTR36-1116	N
NTR39-1116	N
NTR4-1116	N
NTR43-1116	N
NTR44-1116	N
NTR46-1116	N
NTR47-1116	N
NTR54-1116	N
NTR61-1116	N
NTR6-1116	N
NTR70-1116	N
NTR71-1116	N
NTR7-1116	N
NTR72-1116	N
NTR73-1116	N
NTR74-1116	N
NTR75-1116	N
NTR86-1116	N
NTR91-1116	N
NTR94-1116	N
NTR97-1116	N
PTH96-1116	P
TTH11-1116	T
TTH13-1116	T
TTH17-1116	T
TTH25-1116	T
TTH29-1116	T
TTH30-1116	T
TTH31-1116	T
TTH33-1116	T
TTH37-1116	T
TTH38-1116	T
TTH41-1116	T
TTH42-1116	T
TTH47-1116	T
TTH49-1116	T
TTH53-1116	T
TTH56-1116	T
TTH74-1116	T
TTH78-1116	T
TTH79-1116	T
TTH84-1116	T
TTH86-1116	T
TTH87-1116	T
TTH89-1116	T
TTH94-1116	T
TTR18-1116	T
TTR32-1116	T
TTR57-1116	T
TTR96-1116	T
TTH88-0205	T
TTS141-0205	T
TTS60-0205	T
TTH152-0322	T
TTH165-0322	T
TTH39-0322	T
TTH70-0322	T
TTH99-0322	T
TTR138-0322	T
TTR63-0322	T
NTH124-0407	N
NTH161-0407	N
PTR33-0407	P
TTH113-0407	T
TTH133-0407	T
TTH75-0407	T
TTR108-0407	T
NTH2-10-0508	N
NTH2-11-0508	N
NTH2-40-0508	N
NTH2-44-0508	N
NTH2-92-0508	N
TTH108-0508	T
TTH111-0508	T
TTH112-0508	T
TTH114-0508	T
TTH120-0508	T
TTH124-0508	T
TTH1-26-0508	T
TTH1-28-0508	T
TTH1-29-0508	T
TTH1-30-0508	T
TTH136-0508	T
TTH1-38-0508	T
TTH1-4-0508	T
TTH1-41-0508	T
TTH145-0508	T
TTH1-47-0508	T
TTH147-0508	T
TTH1-55-0508	T
TTH1-58-0508	T
TTH159-0508	T
TTH1-60-0508	T
TTH1-66-0508	T
TTH166-0508	T
TTH172-0508	T
TTH1-78-0508	T
TTH179-0508	T
TTH1-8-0508	T
TTH181-0508	T
TTH1-85-0508	T
TTH185-0508	T
TTH186-0508	T
TTH187-0508	T
TTH188-0508	T
TTH1-91-0508	T
TTH1-92-0508	T
TTH192-0508	T
TTH1-95-0508	T
TTH2-4-0508	T
TTH2-5-0508	T
TTR162-0508	T
TTR165-0508	T
TTS1-18-0508	T
TTS1-46-0508	T
TTS1-67-0508	T
TTS1-75-0508	T
TTS1-77-0508	T
TTS1-85-0508	T
TTS1-91-0508	T
TTS1-94-0508	T
TTS2-4-0508	T
TTS2-6-0508	T
NTH61-1116	N
NTH6-1116	N
NTH68-1116	N
NTH86-1116	N
NTH93-1116	N
NTR8-1116	N
TTH10-1116	T
TTH1-1116	T
TTH14-1116	T
TTH16-1116	T
TTH18-1116	T
TTH21-1116	T
TTH23-1116	T
TTH26-1116	T
TTH28-1116	T
TTH32-1116	T
TTH34-1116	T
TTH39-1116	T
TTH4-1116	T
TTH43-1116	T
TTH45-1116	T
TTH50-1116	T
TTH5-1116	T
TTH52-1116	T
TTH55-1116	T
TTH57-1116	T
TTH58-1116	T
TTH61-1116	T
TTH62-1116	T
TTH63-1116	T
TTH65-1116	T
TTH69-1116	T
TTH70-1116	T
TTH73-1116	T
TTH75-1116	T
TTH76-1116	T
TTH77-1116	T
TTH80-1116	T
TTH81-1116	T
TTH82-1116	T
TTH85-1116	T
TTH88-1116	T
TTH91-1116	T
TTH9-1116	T
TTH92-1116	T
TTH96-1116	T
TTR103-1116	T
TTR109-1116	T
TTR117-1116	T
TTR13-1116	T
TTR146-1116	T
TTR150-1116	T
TTR158-1116	T
TTR160-1116	T
TTR163-1116	T
TTR21-1116	T
TTR2-1116	T
TTR25-1116	T
TTR28-1116	T
TTR33-1116	T
TTR37-1116	T
TTR38-1116	T
TTR42-1116	T
TTR43-1116	T
TTR64-1116	T
TTR65-1116	T
TTR68-1116	T
TTR69-1116	T
TTR74-1116	T
TTR82-1116	T
TTR88-1116	T
TTR95-1116	T
TTR98-1116	T
PTH119-0205	P
PTH20-0205	P
PTH32-0205	P
PTH5-0205	P
PTH95-0205	P
PTS69-0205	P
TTH40-0205	T
NTH103-0322	N
NTH111-0322	N
NTH118-0322	N
NTH119-0322	N
NTH126-0322	N
NTH127-0322	N
NTH141-0322	N
NTH147-0322	N
NTH150-0322	N
NTH152-0322	N
NTH162-0322	N
NTH18-0322	N
NTH185-0322	N
NTH186-0322	N
NTH188-0322	N
NTH191-0322	N
NTH97-0322	N
PTH100-0322	P
PTH110-0322	P
PTH111-0322	P
PTH122-0322	P
PTH124-0322	P
PTH130-0322	P
PTH132-0322	P
PTH146-0322	P
PTH150-0322	P
PTH15-0322	P
PTH178-0322	P
PTH179-0322	P
PTH2-0322	P
PTH25-0322	P
PTH27-0322	P
PTH33-0322	P
PTH35-0322	P
PTH36-0322	P
PTH42-0322	P
PTH44-0322	P
PTH6-0322	P
PTH7-0322	P
PTH8-0322	P
TTH12-0322	T
TTH139-0322	T
TTH161-0322	T
TTH171-0322	T
TTH186-0322	T
TTH191-0322	T
TTH20-0322	T
TTH28-0322	T
TTH31-0322	T
TTH5-0322	T
TTH55-0322	T
TTH66-0322	T
TTH84-0322	T
TTH89-0322	T
NTH103-0407	N
NTH112-0407	N
NTH120-0407	N
NTH132-0407	N
NTH135-0407	N
NTH136-0407	N
NTH145-0407	N
NTH147-0407	N
NTH149-0407	N
NTH154-0407	N
NTH155-0407	N
NTH162-0407	N
NTH178-0407	N
NTH181-0407	N
NTH188-0407	N
NTH190-0407	N
NTH193-0407	N
NTH196-0407	N
NTH199-0407	N
NTH97-0407	N
NTR11-0407	N
NTR19-0407	N
NTR26-0407	N
NTR48-0407	N
NTR5-0407	N
NTR67-0407	N
NTR83-0407	N
PTH10-0407	P
PTH103-0407	P
PTH1-0407	P
PTH94-0407	P
PTH96-0407	P
PTR79-0407	P
PTR86-0407	P
TTH101-0407	T
TTH117-0407	T
TTH128-0407	T
TTH131-0407	T
TTH135-0407	T
TTH136-0407	T
TTH138-0407	T
TTH144-0407	T
TTH153-0407	T
TTH155-0407	T
TTH160-0407	T
TTH164-0407	T
TTH168-0407	T
TTH171-0407	T
TTH174-0407	T
TTH69-0407	T
TTH95-0407	T
TTR103-0407	T
TTR144-0407	T
TTR152-0407	T
TTR156-0407	T
TTR170-0407	T
TTR176-0407	T
TTR185-0407	T
TTR192-0407	T
TTR212-0407	T
TTR218-0407	T
TTR230-0407	T
TTR99-0407	T
NTH2-24-0508	N
NTH23-0508	N
NTH2-39-0508	N
NTH2-55-0508	N
NTH26-0508	N
NTH33-0508	N
PTH14-0508	P
PTH34-0508	P
PTH3-65-0508	P
TTH107-0508	T
TTH1-16-0508	T
TTH1-17-0508	T
TTH1-23-0508	T
TTH132-0508	T
